*Dist.Code*,*Dist.Name*,*School Name*,*Enroll*,*Free*,*% Free*,*Re-duced*,*% Re-duced*,*Eligible*,*%Eligible*,County
1289,Deer Isle-Stonington Csd,Deer Isle-Stonington High Sch,109,47,43.12,8,7.34,55,50.46,Hancock
1339,Kids Peace New England,Kids Peace New England,28,21,75,1,3.57,22,78.57,Hancock
1112,Mount Desert School Department,Mt Desert Elementary School,185,22,11.89,6,3.24,28,15.14,Hancock
1283,Mount Desert (High School),Mt Desert Island High School,532,108,20.3,32,6.02,140,26.32,Hancock
1267,Msad 76,Swans Island Elementary School,36,14,38.89,4,11.11,18,50,Hancock
1125,Otis School Department,Beech Hill School - Otis,92,32,34.78,9,9.78,41,44.57,Hancock
1128,Penobscot School Department,Penobscot Elementary School,70,30,42.86,8,11.43,38,54.29,Hancock
3169,Rsu 24,Cave Hill School,86,45,52.33,12,13.95,57,66.28,Hancock
3169,Rsu 24,Ellsworth Elementary-Middle School,830,275,33.13,50,6.02,325,39.16,Hancock
3169,Rsu 24,Ellsworth High School,554,138,24.91,26,4.69,164,29.6,Hancock
3169,Rsu 24,Hancock Grammar School,213,84,39.44,17,7.98,101,47.42,Hancock
3169,Rsu 24,Lamoine Consolidated School,103,39,37.86,3,2.91,42,40.78,Hancock
3169,Rsu 24,Mountain View School,264,161,60.98,26,9.85,187,70.83,Hancock
3169,Rsu 24,Peninsula Csd School,211,110,52.13,16,7.58,126,59.72,Hancock
3169,Rsu 24,Sumner Memorial High School,250,105,42,27,10.8,132,52.8,Hancock
3170,Rsu 25,Bucksport High School,293,98,33.45,22,7.51,120,40.96,Hancock
3170,Rsu 25,Bucksport Middle School,319,141,44.2,29,9.09,170,53.29,Hancock
3170,Rsu 25,G Herbert Jewett School,149,81,54.36,13,8.72,94,63.09,Hancock
3170,Rsu 25,Miles Lane School,304,142,46.71,21,6.91,163,53.62,Hancock
1156,Southwest Harbor School Department,Pemetic Elementary School,148,35,23.65,6,4.05,41,27.7,Hancock
1159,Surry School Department,Surry Elementary School,101,38,37.62,13,12.87,51,50.5,Hancock
1150,Sedgwick School Department,Sedgwick Elementary School,97,59,60.82,7,7.22,66,68.04,Hancock
1162,Tremont School Department,Tremont Consolidated School,108,30,27.78,10,9.26,40,37.04,Hancock
1163,Trenton School Department,Trenton Elementary School,124,56,45.16,18,14.52,74,59.68,Hancock
1008,Augusta Public Schools,Cony High School,1024,471,46,76,7.42,547,53.42,Kennebec
1008,Augusta Public Schools,Farrington School,390,232,59.49,24,6.15,256,65.64,Kennebec
1008,Augusta Public Schools,Lillian Parks Hussey School,204,91,44.61,11,5.39,102,50,Kennebec
1008,Augusta Public Schools,Lincoln School,275,191,69.45,9,3.27,200,72.73,Kennebec
1008,Augusta Public Schools,Sylvio J Gilbert School,275,181,65.82,19,6.91,200,72.73,Kennebec
5027,Becket Family Of Services,Becket - Litchfield,10,10,100,0,0,10,100,Kennebec
5027,Becket Family Of Services,Belgrade House,12,12,100,0,0,12,100,Kennebec
5027,Becket Family Of Services,Central Maine Learning Center,50,50,100,0,0,50,100,Kennebec
1332,Erskine Academy,Erskine Academy,570,138,24.21,50,8.77,188,32.98,Kennebec
1058,Fayette School Department,Fayette Central School,77,17,22.08,9,11.69,26,33.77,Kennebec
1415,Mount Merici School,Mount Merici School,201,10,4.98,0,0,10,4.98,Kennebec
5099,N F I North,N.F.I. Sidney Riverbend,8,4,50,0,0,4,50,Kennebec
3156,Rsu 02 Kennebec Intra-District,Hall-Dale Elementary School,323,106,32.82,10,3.1,116,35.91,Kennebec
3156,Rsu 02 Kennebec Intra-District,Hall-Dale High School,308,86,27.92,13,4.22,99,32.14,Kennebec
3156,Rsu 02 Kennebec Intra-District,Hall-Dale Middle School,215,80,37.21,10,4.65,90,41.86,Kennebec
3156,Rsu 02 Kennebec Intra-District,Henry L Cottrell School,221,83,37.56,7,3.17,90,40.72,Kennebec
3156,Rsu 02 Kennebec Intra-District,Monmouth Academy,220,61,27.73,11,5,72,32.73,Kennebec
3156,Rsu 02 Kennebec Intra-District,Monmouth Middle School,215,77,35.81,21,9.77,98,45.58,Kennebec
3157,Rsu 04,Carrie Ricker Middle School,316,150,47.47,26,8.23,176,55.7,Kennebec
3157,Rsu 04,Libby-Tozier School,205,98,47.8,13,6.34,111,54.15,Kennebec
1205,Rsu 11/Msad 11,Gardiner Area High School,611,194,31.75,36,5.89,230,37.64,Kennebec
1205,Rsu 11/Msad 11,Gardiner Regional Middle School,485,187,38.56,44,9.07,231,47.63,Kennebec
1205,Rsu 11/Msad 11,Helen Thompson School,261,79,30.27,23,8.81,102,39.08,Kennebec
1205,Rsu 11/Msad 11,Laura E Richards School,182,102,56.04,6,3.3,108,59.34,Kennebec
1205,Rsu 11/Msad 11,Pittston Consolidated School,191,78,40.84,24,12.57,102,53.4,Kennebec
1205,Rsu 11/Msad 11,River View Community School,186,87,46.77,15,8.06,102,54.84,Kennebec
1205,Rsu 11/Msad 11,Teresa C Hamlin Elem School,67,35,52.24,9,13.43,44,65.67,Kennebec
3160,Rsu 12 Sheepscot Valley Regional School Unit,Chelsea Elementary School,233,116,49.79,19,8.15,135,57.94,Kennebec
3160,Rsu 12 Sheepscot Valley Regional School Unit,Windsor Elementary School,318,146,45.91,31,9.75,177,55.66,Kennebec
3164,Rsu 18,Belgrade Central School,311,124,39.87,19,6.11,143,45.98,Kennebec
3164,Rsu 18,China Middle School,207,101,48.79,15,7.25,116,56.04,Kennebec
3164,Rsu 18,China Primary School,282,137,48.58,20,7.09,157,55.67,Kennebec
3164,Rsu 18,James H Bean School,291,80,27.49,22,7.56,102,35.05,Kennebec
3164,Rsu 18,Messalonskee High School,803,232,28.89,58,7.22,290,36.11,Kennebec
3164,Rsu 18,Messalonskee Middle School,533,192,36.02,53,9.94,245,45.97,Kennebec
3164,Rsu 18,Ralph M Atwood Primary School,252,138,54.76,22,8.73,160,63.49,Kennebec
3164,Rsu 18,Williams Elementary School,206,113,54.85,24,11.65,137,66.5,Kennebec
3173,Rsu 38,Manchester Elementary School,189,43,22.75,12,6.35,55,29.1,Kennebec
3173,Rsu 38,Maranacook Community High Sch,418,92,22.01,40,9.57,132,31.58,Kennebec
3173,Rsu 38,Maranacook Community Middle Sch,278,78,28.06,18,6.47,96,34.53,Kennebec
3173,Rsu 38,Mt Vernon Elementary School,129,54,41.86,9,6.98,63,48.84,Kennebec
3173,Rsu 38,Phoenix Academy,13,13,100,0,0,13,100,Kennebec
3173,Rsu 38,Readfield Elementary School,177,47,26.55,17,9.6,64,36.16,Kennebec
3173,Rsu 38,Wayne Elementary School,63,31,49.21,4,6.35,35,55.56,Kennebec
1243,Rsu 49/Msad 49,Albion Elementary School,125,61,48.8,18,14.4,79,63.2,Kennebec
1243,Rsu 49/Msad 49,Benton Elementary School,614,324,52.77,58,9.45,382,62.21,Kennebec
1243,Rsu 49/Msad 49,Clinton Elementary School,258,169,65.5,15,5.81,184,71.32,Kennebec
1375,Spurwink School Inc,Spurwink School--Chelsea,50,43,86,3,6,46,92,Kennebec
1166,Vassalboro School Department,Vassalboro Community School,430,221,51.4,29,6.74,250,58.14,Kennebec
1170,Waterville Public Schools,Albert S Hall School,232,149,64.22,26,11.21,175,75.43,Kennebec
1170,Waterville Public Schools,George J Mitchell School,757,567,74.9,29,3.83,596,78.73,Kennebec
1170,Waterville Public Schools,Waterville Junior High School,387,223,57.62,21,5.43,244,63.05,Kennebec
1170,Waterville Public Schools,Waterville Senior High School,603,298,49.42,48,7.96,346,57.38,Kennebec
1185,Winthrop Public Schools,Winthrop Grade School,406,177,43.6,15,3.69,192,47.29,Kennebec
1185,Winthrop Public Schools,Winthrop High School,233,63,27.04,13,5.58,76,32.62,Kennebec
1185,Winthrop Public Schools,Winthrop Middle School,202,59,29.21,17,8.42,76,37.62,Kennebec
1183,Winslow Schools,Winslow Elementary School,487,241,49.49,48,9.86,289,59.34,Kennebec
1183,Winslow Schools,Winslow High School,475,171,36,35,7.37,206,43.37,Kennebec
1183,Winslow Schools,Winslow Junior High School,317,130,41.01,23,7.26,153,48.26,Kennebec
1004,Appleton School Department,Appleton Village School,142,47,33.1,15,10.56,62,43.66,Knox
1294,Five Town Csd,Camden Hills Regional H S,690,157,22.75,34,4.93,191,27.68,Knox
1077,Hope School Department,Hope Elementary School,191,53,27.75,13,6.81,66,34.55,Knox
1202,Rsu 08/Msad 08,Vinalhaven School,178,78,43.82,22,12.36,100,56.18,Knox
3161,Rsu 13,Cushing Community School,73,33,45.21,8,10.96,41,56.16,Knox
3161,Rsu 13,Gilford Butler School,88,30,34.09,5,5.68,35,39.77,Knox
3161,Rsu 13,Lura Libby School,163,86,52.76,10,6.13,96,58.9,Knox
3161,Rsu 13,Oceanside High School East,467,217,46.47,31,6.64,248,53.1,Knox
3161,Rsu 13,Oceanside High School West,292,137,46.92,23,7.88,160,54.79,Knox
3161,Rsu 13,Owls Head Central School,80,31,38.75,5,6.25,36,45,Knox
3161,Rsu 13,Rockland District Middle School,195,105,53.85,6,3.08,111,56.92,Knox
3161,Rsu 13,South School,287,191,66.55,12,4.18,203,70.73,Knox
3161,Rsu 13,St George School,171,79,46.2,21,12.28,100,58.48,Knox
3161,Rsu 13,Thomaston Grammar School,130,63,48.46,11,8.46,74,56.92,Knox
1222,Rsu 28/Msad 28,Camden-Rockport Middle School,371,73,19.68,18,4.85,91,24.53,Knox
1222,Rsu 28/Msad 28,Rockport Elementary School,379,103,27.18,15,3.96,118,31.13,Knox
1234,Rsu 40/Msad 40,Friendship Village School,97,38,39.18,11,11.34,49,50.52,Knox
1234,Rsu 40/Msad 40,Prescott Memorial School,95,46,48.42,7,7.37,53,55.79,Knox
1234,Rsu 40/Msad 40,Union Elementary,112,52,46.43,5,4.46,57,50.89,Knox
1234,Rsu 40/Msad 40,Warren Community School,338,156,46.15,36,10.65,192,56.8,Knox
3178,Aos 93 Central Lincoln County School System,Bristol Consolidated School,169,61,36.09,12,7.1,73,43.2,Lincoln
3178,Aos 93 Central Lincoln County School System,Great Salt Bay Community School,450,138,30.67,21,4.67,159,35.33,Lincoln
3178,Aos 93 Central Lincoln County School System,Jefferson Village School,187,80,42.78,19,10.16,99,52.94,Lincoln
3178,Aos 93 Central Lincoln County School System,Nobleboro Central School,135,54,40,11,8.15,65,48.15,Lincoln
3178,Aos 93 Central Lincoln County School System,South Bristol Elementary School,63,26,41.27,5,7.94,31,49.21,Lincoln
1281,Boothbay-Boothbay Hbr Csd,Boothbay Region Elem School,401,152,37.91,32,7.98,184,45.89,Lincoln
1281,Boothbay-Boothbay Hbr Csd,Boothbay Region High School,214,77,35.98,12,5.61,89,41.59,Lincoln
1055,Edgecomb School Department,Edgecomb Eddy School,82,30,36.59,4,4.88,34,41.46,Lincoln
1364,Lincoln Academy,Lincoln Academy,512,114,22.27,25,4.88,139,27.15,Lincoln
3156,Rsu 02 Kennebec Intra-District,Dresden Elementary School,90,44,48.89,2,2.22,46,51.11,Lincoln
3160,Rsu 12 Sheepscot Valley Regional School Unit,Whitefield Elementary School,184,84,45.65,13,7.07,97,52.72,Lincoln
3160,Rsu 12 Sheepscot Valley Regional School Unit,Wiscasset High School,209,77,36.84,14,6.7,91,43.54,Lincoln
3160,Rsu 12 Sheepscot Valley Regional School Unit,Wiscasset Middle School,174,73,41.95,9,5.17,82,47.13,Lincoln
3160,Rsu 12 Sheepscot Valley Regional School Unit,Wiscasset Primary School,206,93,45.15,10,4.85,103,50,Lincoln
1234,Rsu 40/Msad 40,Medomak Middle School,280,139,49.64,25,8.93,164,58.57,Lincoln
1234,Rsu 40/Msad 40,Medomak Valley High School,550,208,37.82,44,8,252,45.82,Lincoln
1234,Rsu 40/Msad 40,Miller School,299,183,61.2,21,7.02,204,68.23,Lincoln
1154,Southport School Department,Southport Central School,22,7,31.82,0,0,7,31.82,Lincoln
1348,Fryeburg Academy,Fryeburg Academy,579,108,18.65,38,6.56,146,25.22,Oxford
1394,Holy Savior School,Holy Savior School,60,2,3.33,0,0,2,3.33,Oxford
3159,Rsu 10 Western Foothills,Buckfield Jr-Sr High School,258,140,54.26,30,11.63,170,65.89,Oxford
3159,Rsu 10 Western Foothills,Dirigo Elementary School,356,221,62.08,30,8.43,251,70.51,Oxford
3159,Rsu 10 Western Foothills,Dirigo High School,322,139,43.17,32,9.94,171,53.11,Oxford
3159,Rsu 10 Western Foothills,Hartford-Sumner Elementary School,313,175,55.91,36,11.5,211,67.41,Oxford
3159,Rsu 10 Western Foothills,Meroby Elementary School,292,212,72.6,36,12.33,248,84.93,Oxford
3159,Rsu 10 Western Foothills,Mountain Valley High School,421,266,63.18,36,8.55,302,71.73,Oxford
3159,Rsu 10 Western Foothills,Mountain Valley Middle School,283,204,72.08,28,9.89,232,81.98,Oxford
3159,Rsu 10 Western Foothills,Rumford Elementary,316,234,74.05,17,5.38,251,79.43,Oxford
3159,Rsu 10 Western Foothills,T W Kelly Dirigo Middle School,173,87,50.29,19,10.98,106,61.27,Oxford
1211,Rsu 17/Msad 17,Agnes Gray School,95,61,64.21,12,12.63,73,76.84,Oxford
1211,Rsu 17/Msad 17,Guy E Rowe School,475,302,63.58,33,6.95,335,70.53,Oxford
1211,Rsu 17/Msad 17,Hebron Station School,133,52,39.1,8,6.02,60,45.11,Oxford
1211,Rsu 17/Msad 17,Otisfield Community School,80,38,47.5,5,6.25,43,53.75,Oxford
1211,Rsu 17/Msad 17,Oxford Elementary School,408,268,65.69,35,8.58,303,74.26,Oxford
1211,Rsu 17/Msad 17,Oxford Hills Comprehensive H S,1104,495,44.84,125,11.32,620,56.16,Oxford
1211,Rsu 17/Msad 17,Oxford Hills Middle School,499,267,53.51,51,10.22,318,63.73,Oxford
1211,Rsu 17/Msad 17,Paris Elementary School,446,272,60.99,36,8.07,308,69.06,Oxford
1211,Rsu 17/Msad 17,Waterford Memorial School,125,77,61.6,9,7.2,86,68.8,Oxford
1238,Rsu 44 / Msad 44,Andover Elementary School,31,18,58.06,0,0,18,58.06,Oxford
1238,Rsu 44 / Msad 44,Crescent Park School,241,104,43.15,17,7.05,121,50.21,Oxford
1238,Rsu 44 / Msad 44,Telstar High School,246,123,50,21,8.54,144,58.54,Oxford
1238,Rsu 44 / Msad 44,Telstar Middle School,184,90,48.91,23,12.5,113,61.41,Oxford
1238,Rsu 44 / Msad 44,Woodstock School,95,45,47.37,10,10.53,55,57.89,Oxford
1249,Rsu 55/Msad 55,Sacopee Valley High Sch,401,174,43.39,42,10.47,216,53.87,Oxford
1249,Rsu 55/Msad 55,Sacopee Valley Middle School,318,150,47.17,45,14.15,195,61.32,Oxford
1249,Rsu 55/Msad 55,South Hiram Elementary School,207,135,65.22,20,9.66,155,74.88,Oxford
1264,Rsu 72 / Msad 72,Charles A Snow School,213,97,45.54,18,8.45,115,53.99,Oxford
1264,Rsu 72 / Msad 72,Denmark Elementary School,99,33,33.33,7,7.07,40,40.4,Oxford
1264,Rsu 72 / Msad 72,Molly Ockett Middle School,251,92,36.65,15,5.98,107,42.63,Oxford
1264,Rsu 72 / Msad 72,New Suncook School,189,76,40.21,13,6.88,89,47.09,Oxford
1278,Rumford-Region 9,School Of Applied Tech-Region 9,150,84,56,7,4.67,91,60.67,Oxford
1011,Bangor School Department,Abraham Lincoln School,235,122,51.91,11,4.68,133,56.6,Penobscot
1011,Bangor School Department,Bangor High School,1188,457,38.47,67,5.64,524,44.11,Penobscot
1011,Bangor School Department,Downeast School,383,348,90.86,19,4.96,367,95.82,Penobscot
1011,Bangor School Department,Fairmount School,269,170,63.2,20,7.43,190,70.63,Penobscot
1011,Bangor School Department,Fourteenth Street School,155,43,27.74,17,10.97,60,38.71,Penobscot
1011,Bangor School Department,Fruit Street School,346,110,31.79,16,4.62,126,36.42,Penobscot
1011,Bangor School Department,James F. Doughty School,395,234,59.24,19,4.81,253,64.05,Penobscot
1011,Bangor School Department,Mary Snow School,250,77,30.8,10,4,87,34.8,Penobscot
1011,Bangor School Department,Vine Street School,208,118,56.73,12,5.77,130,62.5,Penobscot
1011,Bangor School Department,William S. Cohen School,401,132,32.92,18,4.49,150,37.41,Penobscot
1021,Brewer School Department,Brewer Community School,973,381,39.16,77,7.91,458,47.07,Penobscot
1021,Brewer School Department,Brewer High School,704,227,32.24,54,7.67,281,39.91,Penobscot
1052,East Millinocket School Department,Opal Myrick Elementary School,130,84,64.62,10,7.69,94,72.31,Penobscot
1052,East Millinocket School Department,Schenck High School,133,48,36.09,17,12.78,65,48.87,Penobscot
1063,Glenburn Public Schools,Glenburn Elementary School,479,133,27.77,40,8.35,173,36.12,Penobscot
1069,Greenbush School Department,Helen S Dunn Elementary School,136,85,62.5,23,16.91,108,79.41,Penobscot
1074,Hermon School Department,Hermon Elementary School,381,74,19.42,17,4.46,91,23.88,Penobscot
1074,Hermon School Department,Hermon High School,498,97,19.48,24,4.82,121,24.3,Penobscot
1074,Hermon School Department,Hermon Middle School,274,66,24.09,11,4.01,77,28.1,Penobscot
1270,Indian Island,Indian Island School,115,64,55.65,35,30.43,99,86.09,Penobscot
1271,Indian Township,Peter Dana School,145,97,66.9,14,9.66,111,76.55,Penobscot
5604,Kingman School,Kingman Elementary School,24,22,91.67,1,4.17,23,95.83,Penobscot
1356,Lee Academy,Lee Academy,267,86,32.21,22,8.24,108,40.45,Penobscot
1105,Medway School Department,Medway Middle School,129,65,50.39,14,10.85,79,61.24,Penobscot
1106,Milford School Department,Dr Lewis S Libby School,330,159,48.18,35,10.61,194,58.79,Penobscot
1107,Millinocket School Department,Granite Street School,270,162,60,15,5.56,177,65.56,Penobscot
1107,Millinocket School Department,Stearns High School,277,131,47.29,23,8.3,154,55.6,Penobscot
1298,Mountain View Youth Dev Ctr,Mountain View Youth Dev Ctr,83,83,100,0,0,83,100,Penobscot
1240,Msad 46,Dexter Regional High School,494,272,55.06,40,8.1,312,63.16,Penobscot
1240,Msad 46,Ridge View Community School,675,447,66.22,43,6.37,490,72.59,Penobscot
5099,N F I North,N.F.I. Summit View,4,2,50,0,0,2,50,Penobscot
1276,No Penobscot Tech Center,Northern Penobsct Tech Center,200,98,49,21,10.5,119,59.5,Penobscot
1124,Orrington School Department,Center Drive School,402,86,21.39,16,3.98,102,25.37,Penobscot
3165,Rsu 19,Corinna Elementary School,146,80,54.79,11,7.53,91,62.33,Penobscot
3165,Rsu 19,Etna-Dixmont School,258,110,42.64,40,15.5,150,58.14,Penobscot
3165,Rsu 19,Newport Elementary School,297,149,50.17,22,7.41,171,57.58,Penobscot
3165,Rsu 19,Nokomis Regional High School,687,303,44.1,65,9.46,368,53.57,Penobscot
3165,Rsu 19,Sebasticook Valley Middle School,331,153,46.22,36,10.88,189,57.1,Penobscot
1216,Rsu 22/Msad 22,Earl C Mcgraw School,320,62,19.38,15,4.69,77,24.06,Penobscot
1216,Rsu 22/Msad 22,George B Weatherbee School,373,61,16.35,27,7.24,88,23.59,Penobscot
1216,Rsu 22/Msad 22,Hampden Academy,699,135,19.31,37,5.29,172,24.61,Penobscot
1216,Rsu 22/Msad 22,Newburgh Elementary School,14,10,71.43,0,0,10,71.43,Penobscot
1216,Rsu 22/Msad 22,Reeds Brook Middle School,360,66,18.33,25,6.94,91,25.28,Penobscot
3171,Rsu 26 Orono,Asa C Adams School,261,73,27.97,8,3.07,81,31.03,Penobscot
3171,Rsu 26 Orono,Orono High School,356,87,24.44,16,4.49,103,28.93,Penobscot
3171,Rsu 26 Orono,Orono Middle School,156,39,25,9,5.77,48,30.77,Penobscot
1224,Rsu 30/Msad 30,Edith A Lombard School (New),23,15,65.22,0,0,15,65.22,Penobscot
1224,Rsu 30/Msad 30,Lee/Winn School,94,53,56.38,19,20.21,72,76.6,Penobscot
1224,Rsu 30/Msad 30,Mt Jefferson Jr High School,91,47,51.65,14,15.38,61,67.03,Penobscot
1225,Rsu 31/Msad 31,Enfield Station Elementary School,259,140,54.05,38,14.67,178,68.73,Penobscot
1225,Rsu 31/Msad 31,Hichborn Middle School,113,54,47.79,15,13.27,69,61.06,Penobscot
1225,Rsu 31/Msad 31,Penobscot Valley High School,166,76,45.78,30,18.07,106,63.86,Penobscot
3172,Rsu 34 Old Town/ Alton/ Bradley,Alton Elementary School,61,25,40.98,5,8.2,30,49.18,Penobscot
3172,Rsu 34 Old Town/ Alton/ Bradley,Leonard Middle School,310,145,46.77,29,9.35,174,56.13,Penobscot
3172,Rsu 34 Old Town/ Alton/ Bradley,Old Town Elementary School,562,244,43.42,45,8.01,289,51.42,Penobscot
3172,Rsu 34 Old Town/ Alton/ Bradley,Old Town High School,492,195,39.63,33,6.71,228,46.34,Penobscot
3172,Rsu 34 Old Town/ Alton/ Bradley,Viola Rand School,79,31,39.24,3,3.8,34,43.04,Penobscot
3199,Rsu 50,Katahdin Elementary School,204,118,57.84,26,12.75,144,70.59,Penobscot
3199,Rsu 50,Katahdin Middle/High School,188,79,42.02,32,17.02,111,59.04,Penobscot
